request_id,hospital_id,hospital_name,request_latitude,request_longitude,request_state,requested_specialty,requested_condition,hospital_latitude,hospital_longitude,distance_km,state,district,hospital_category,hospital_care_type,specialty_match,specialty_match_strength,total_beds,number_doctor,log_total_beds,log_number_doctor,emergency_available,emergency_unknown,emergency_score,state_total_demand,condition_demand,condition_share_of_state_demand,capacity_score,distance_score,demand_pressure_score,synthetic_heuristic_target
REQ0001,3206,Life Care Emergency Centre,23.002494778448067,72.54674339988101,gujarat,cardiology,Fractured Leg,28.6491211,70.6514213,655.8704,Gujarat,Ahmedabad,Private,Hospital,0,0.0,48.0,0.0,3.8918202981106265,0.0,0.0,0,0.0,38,1,0.02631578947368421,0.2656,0.0,0.966667,0.163067
REQ0001,15557,Kapadia Multispeciality Hospital,23.002494778448067,72.54674339988101,gujarat,cardiology,Fractured Leg,32.2396325,77.1887145,1123.9627,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,1,0.02631578947368421,0.17655,0.0,0.966667,0.140804
REQ0001,10603,Jayashree Multispeciality Hospital,23.002494778448067,72.54674339988101,gujarat,cardiology,Fractured Leg,12.9993935,77.540421,1230.9073,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,23.0,0.0,3.1780538303479458,0.0,0.0,0,0.0,38,1,0.02631578947368421,0.12677,0.0,0.966667,0.128359
REQ0001,10575,Apollo Speciality Hospital,23.002494778448067,72.54674339988101,gujarat,cardiology,Fractured Leg,12.9587626,77.5235076,1234.2532,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,250.0,0.0,5.5254529391317835,0.0,0.0,0,0.0,38,1,0.02631578947368421,0.583346,0.0,0.966667,0.242503
REQ0002,15545,Fortis Hospital Mulund,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.1918191,72.8348753,8.9432,Maharashtra,Mumbai,Private,Hospital,0,0.0,300.0,0.0,5.707110264748875,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.618679,0.639443,0.0,0.282558
REQ0002,15541,Holy Spirit Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.1229678,72.8641387,14.3189,Maharashtra,Mumbai,Public/ Government,Hospital,0,0.0,350.0,0.0,5.860786223465865,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.64857,0.48873,0.0,0.259888
REQ0002,15565,Nanavati Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.094854,72.839654,14.4323,Maharashtra,Mumbai,Public/ Government,Hospital,0,0.0,352.0,0.0,5.8664680569332965,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.649675,0.485967,0.0,0.259612
REQ0002,15542,Lilavati Hospital and Research Centre,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.0515721,72.8346314,18.0778,Maharashtra,Mumbai,Private,Hospital,0,0.0,314.0,0.0,5.752572638825633,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.627522,0.404991,0.0,0.237879
REQ0002,15546,Zynova Heart Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.0889039,72.907247,20.1927,Maharashtra,Mumbai,Private,Hospital,0,0.0,5.0,0.0,1.791759469228055,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.0,0.364353,0.0,0.072871
REQ0002,15572,\nDr.Mukhi's Raj Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.1725542,72.942537,20.3765,Maharashtra,Mumbai,Private,Hospital,0,0.0,50.0,0.0,3.9318256327243257,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.273381,0.36102,0.0,0.140549
REQ0002,15573,Rane Heart Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.0691719,72.902584,21.1518,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.17655,0.347291,0.0,0.113596
REQ0002,15553,Hira Mongi Navneet Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.1709732,72.9505973,21.2375,Maharashtra,Mumbai,Private,Hospital,0,0.0,120.0,0.0,4.795790545596741,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.441425,0.345806,0.0,0.179517
REQ0002,15571,Platinum Hospitals,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.1565109,72.9637728,22.8436,Maharashtra,Mumbai,Private,Hospital,0,0.0,100.0,0.0,4.61512051684126,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.406284,0.319123,0.0,0.165396
REQ0002,15544,Jaslok Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,18.9681978,72.8072647,25.7155,Maharashtra,Mumbai,Private,Hospital,1,1.0,364.0,0.0,5.8998973535824915,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.65,0.276436,0.0,0.517787
REQ0002,15578,Sai Seva Hospital And Icu,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,19.157935,72.9934762,25.8952,Maharashtra,Mumbai,Private,Hospital,0,0.0,25.0,0.0,3.258096538021482,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.142339,0.273964,0.0,0.090377
REQ0002,15543,Fortis Hiranandani Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,18.7501386,73.0420662,58.0496,Maharashtra,Mumbai,Private,Hospital,0,0.0,149.0,0.0,5.0106352940962555,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.483213,0.054887,0.0,0.131781
REQ0002,3209,Aims Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,22.9995425,72.5566256,423.7448,Gujarat,Ahmedabad,Public/ Government,Hospital,0,0.0,61.0,0.0,4.127134385045092,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.311369,0.0,0.0,0.077842
REQ0002,3202,"Dhwani General Hospital, Nursing Home and Materity Home",19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,23.0100698,72.6450387,424.5807,Gujarat,Ahmedabad,Private,Hospital,0,0.0,20.0,0.0,3.044522437723423,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.100798,0.0,0.0,0.025199
REQ0002,3208,Parekhs Hospital Pvt.Ltd,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,23.0141755,72.5316915,425.4996,Gujarat,Ahmedabad,Private,Hospital,0,0.0,60.0,0.0,4.110873864173311,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.308206,0.0,0.0,0.077052
REQ0002,3200,Hemato Oncology Clinic Pvt.Ltd.,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,23.0365437,72.5611395,427.8328,Gujarat,Ahmedabad,Private,Hospital,0,0.0,12.0,0.0,2.5649493574615367,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.007519,0.0,0.0,0.00188
REQ0002,10603,Jayashree Multispeciality Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,12.9993935,77.540421,857.8637,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,23.0,0.0,3.1780538303479458,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.12677,0.0,0.0,0.031693
REQ0002,10575,Apollo Speciality Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,12.9587626,77.5235076,860.4526,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,250.0,0.0,5.5254529391317835,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.583346,0.0,0.0,0.145837
REQ0002,3206,Life Care Emergency Centre,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,28.6491211,70.6514213,1072.8122,Gujarat,Ahmedabad,Private,Hospital,0,0.0,48.0,0.0,3.8918202981106265,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.2656,0.0,0.0,0.0664
REQ0002,15557,Kapadia Multispeciality Hospital,19.192978094694404,72.74972320177781,maharashtra,neonatology,Fractured Arm,32.2396325,77.1887145,1516.8688,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,30,0.7894736842105263,0.17655,0.0,0.0,0.044137
REQ0003,15572,\nDr.Mukhi's Raj Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.1725542,72.942537,5.0592,Maharashtra,Mumbai,Private,Hospital,0,0.0,50.0,0.0,3.9318256327243257,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.273381,0.776498,0.9,0.313645
REQ0003,15553,Hira Mongi Navneet Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.1709732,72.9505973,5.5733,Maharashtra,Mumbai,Private,Hospital,0,0.0,120.0,0.0,4.795790545596741,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.441425,0.756794,0.9,0.351715
REQ0003,15571,Platinum Hospitals,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.1565109,72.9637728,7.6595,Maharashtra,Mumbai,Private,Hospital,0,0.0,100.0,0.0,4.61512051684126,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.406284,0.681829,0.9,0.327937
REQ0003,15578,Sai Seva Hospital And Icu,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.157935,72.9934762,9.5677,Maharashtra,Mumbai,Private,Hospital,1,1.0,25.0,0.0,3.258096538021482,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.142339,0.619782,0.9,0.549541
REQ0003,15545,Fortis Hospital Mulund,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.1918191,72.8348753,9.8448,Maharashtra,Mumbai,Private,Hospital,0,0.0,300.0,0.0,5.707110264748875,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.618679,0.611255,0.9,0.366921
REQ0003,15541,Holy Spirit Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.1229678,72.8641387,12.0902,Maharashtra,Mumbai,Public/ Government,Hospital,1,1.0,350.0,0.0,5.860786223465865,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.64857,0.546341,0.9,0.661411
REQ0003,15546,Zynova Heart Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.0889039,72.907247,14.1557,Maharashtra,Mumbai,Private,Hospital,0,0.0,5.0,0.0,1.791759469228055,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.0,0.492735,0.9,0.188547
REQ0003,15565,Nanavati Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.094854,72.839654,16.1139,Maharashtra,Mumbai,Public/ Government,Hospital,0,0.0,352.0,0.0,5.8664680569332965,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.649675,0.446778,0.9,0.341774
REQ0003,15573,Rane Heart Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.0691719,72.902584,16.3968,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.17655,0.440502,0.9,0.222238
REQ0003,15542,Lilavati Hospital and Research Centre,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,19.0515721,72.8346314,20.5249,Maharashtra,Mumbai,Private,Hospital,1,1.0,314.0,0.0,5.752572638825633,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.627522,0.358351,0.9,0.618551
REQ0003,15544,Jaslok Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,18.9681978,72.8072647,30.1233,Maharashtra,Mumbai,Private,Hospital,0,0.0,364.0,0.0,5.8998973535824915,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.65,0.221759,0.9,0.296852
REQ0003,15543,Fortis Hiranandani Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,18.7501386,73.0420662,53.1335,Maharashtra,Mumbai,Private,Hospital,0,0.0,149.0,0.0,5.0106352940962555,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.483213,0.070181,0.9,0.224839
REQ0003,3209,Aims Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,22.9995425,72.5566256,422.55,Gujarat,Ahmedabad,Public/ Government,Hospital,0,0.0,61.0,0.0,4.127134385045092,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.311369,0.0,0.9,0.167842
REQ0003,3202,"Dhwani General Hospital, Nursing Home and Materity Home",19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,23.0100698,72.6450387,422.9869,Gujarat,Ahmedabad,Private,Hospital,0,0.0,20.0,0.0,3.044522437723423,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.100798,0.0,0.9,0.115199
REQ0003,3208,Parekhs Hospital Pvt.Ltd,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,23.0141755,72.5316915,424.4112,Gujarat,Ahmedabad,Private,Hospital,0,0.0,60.0,0.0,4.110873864173311,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.308206,0.0,0.9,0.167052
REQ0003,3200,Hemato Oncology Clinic Pvt.Ltd.,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,23.0365437,72.5611395,426.6055,Gujarat,Ahmedabad,Private,Hospital,0,0.0,12.0,0.0,2.5649493574615367,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.007519,0.0,0.9,0.09188
REQ0003,10603,Jayashree Multispeciality Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,12.9993935,77.540421,848.7986,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,23.0,0.0,3.1780538303479458,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.12677,0.0,0.9,0.121693
REQ0003,10575,Apollo Speciality Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,12.9587626,77.5235076,851.466,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,250.0,0.0,5.5254529391317835,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.583346,0.0,0.9,0.235837
REQ0003,3206,Life Care Emergency Centre,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,28.6491211,70.6514213,1074.088,Gujarat,Ahmedabad,Private,Hospital,0,0.0,48.0,0.0,3.8918202981106265,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.2656,0.0,0.9,0.1564
REQ0003,15557,Kapadia Multispeciality Hospital,19.215055999318345,72.92534192609499,maharashtra,pediatrics,Prostate Cancer,32.2396325,77.1887145,1509.4772,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.17655,0.0,0.9,0.134137
REQ0004,15544,Jaslok Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,18.9681978,72.8072647,3.9731,Maharashtra,Mumbai,Private,Hospital,1,1.0,364.0,0.0,5.8998973535824915,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.65,0.819831,0.9,0.716466
REQ0004,15542,Lilavati Hospital and Research Centre,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.0515721,72.8346314,6.3874,Maharashtra,Mumbai,Private,Hospital,1,1.0,314.0,0.0,5.752572638825633,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.627522,0.726605,0.9,0.692202
REQ0004,15573,Rane Heart Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.0691719,72.902584,11.0783,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.17655,0.574696,0.9,0.249077
REQ0004,15565,Nanavati Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.094854,72.839654,11.2188,Maharashtra,Mumbai,Public/ Government,Hospital,0,0.0,352.0,0.0,5.8664680569332965,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.649675,0.570674,0.9,0.366553
REQ0004,15546,Zynova Heart Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.0889039,72.907247,13.097,Maharashtra,Mumbai,Private,Hospital,0,0.0,5.0,0.0,1.791759469228055,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.0,0.519521,0.9,0.193904
REQ0004,15541,Holy Spirit Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.1229678,72.8641387,14.688,Maharashtra,Mumbai,Public/ Government,Hospital,1,1.0,350.0,0.0,5.860786223465865,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.64857,0.479793,0.9,0.648101
REQ0004,15545,Fortis Hospital Mulund,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.1918191,72.8348753,21.9812,Maharashtra,Mumbai,Private,Hospital,1,1.0,300.0,0.0,5.707110264748875,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.618679,0.333184,0.9,0.611307
REQ0004,15571,Platinum Hospitals,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.1565109,72.9637728,22.6743,Maharashtra,Mumbai,Private,Hospital,0,0.0,100.0,0.0,4.61512051684126,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.406284,0.321836,0.9,0.255938
REQ0004,15572,\nDr.Mukhi's Raj Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.1725542,72.942537,22.923,Maharashtra,Mumbai,Private,Hospital,0,0.0,50.0,0.0,3.9318256327243257,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.273381,0.317858,0.9,0.221917
REQ0004,15553,Hira Mongi Navneet Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.1709732,72.9505973,23.2098,Maharashtra,Mumbai,Private,Hospital,0,0.0,120.0,0.0,4.795790545596741,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.441425,0.313332,0.9,0.263023
REQ0004,15578,Sai Seva Hospital And Icu,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,19.157935,72.9934762,24.8041,Maharashtra,Mumbai,Private,Hospital,0,0.0,25.0,0.0,3.258096538021482,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.142339,0.289325,0.9,0.18345
REQ0004,15543,Fortis Hiranandani Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,18.7501386,73.0420662,34.9129,Maharashtra,Mumbai,Private,Hospital,1,1.0,149.0,0.0,5.0106352940962555,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.483213,0.174533,0.9,0.54571
REQ0004,3209,Aims Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,22.9995425,72.5566256,446.3049,Gujarat,Ahmedabad,Public/ Government,Hospital,0,0.0,61.0,0.0,4.127134385045092,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.311369,0.0,0.9,0.167842
REQ0004,3202,"Dhwani General Hospital, Nursing Home and Materity Home",18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,23.0100698,72.6450387,446.9782,Gujarat,Ahmedabad,Private,Hospital,0,0.0,20.0,0.0,3.044522437723423,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.100798,0.0,0.9,0.115199
REQ0004,3208,Parekhs Hospital Pvt.Ltd,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,23.0141755,72.5316915,448.1018,Gujarat,Ahmedabad,Private,Hospital,0,0.0,60.0,0.0,4.110873864173311,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.308206,0.0,0.9,0.167052
REQ0004,3200,Hemato Oncology Clinic Pvt.Ltd.,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,23.0365437,72.5611395,450.381,Gujarat,Ahmedabad,Private,Hospital,0,0.0,12.0,0.0,2.5649493574615367,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.007519,0.0,0.9,0.09188
REQ0004,10603,Jayashree Multispeciality Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,12.9993935,77.540421,834.9825,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,23.0,0.0,3.1780538303479458,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.12677,0.0,0.9,0.121693
REQ0004,10575,Apollo Speciality Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,12.9587626,77.5235076,837.5398,Karnataka,Bengaluru Urban,Private,Hospital,0,0.0,250.0,0.0,5.5254529391317835,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.583346,0.0,0.9,0.235837
REQ0004,3206,Life Care Emergency Centre,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,28.6491211,70.6514213,1096.2017,Gujarat,Ahmedabad,Private,Hospital,0,0.0,48.0,0.0,3.8918202981106265,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.2656,0.0,0.9,0.1564
REQ0004,15557,Kapadia Multispeciality Hospital,18.994143582484103,72.83324431173375,maharashtra,nephrology,Prostate Cancer,32.2396325,77.1887145,1535.7377,Maharashtra,Mumbai,Private,Hospital,0,0.0,30.0,0.0,3.4339872044851463,0.0,0.0,0,0.0,38,3,0.07894736842105263,0.17655,0.0,0.9,0.134137
REQ0005,15544,Jaslok Hospital,18.94271507588714,72.81988035881801,maharashtra,orthopedics,Allergic Reaction,18.9681978,72.8072647,3.1288,Maharashtra,Mumbai,Private,Hospital,0,0.0,364.0,0.0,5.8998973535824915,0.0,0.0,0,0.0,38,1,0.02631578947368421,0.65,0.855184,0.966667,0.430203
